날짜,년,월,일,시간,경보발령단계,경보발령제목,경보발령내용
2015-01-16,2015,1,16,600,보강,제설대책 보강 근무지시 (2015.01.16 06:00),"	1. 2015.01.16(금) 05:00 기상청 발표에 의하면 북서쪽에서 다가오는 기압골의 영향으로 09:00이후 1cm미만 의 눈이 내릴 것으로 예보되고 있습니다.

	2. 따라서 2015.01.16(금) 06:00부로 제설대책 보강 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2015.01.16(금) 07:00까지 자원입력 바람.  끝."
2014-12-03,2014,12,3,0,보강,제설대책 보강 근무지시 (2014.12.03 00:00),"		1. 2014.12.02.(화) 17:00 기상청 발표에 의하면 서울지역에 12월 3일(수) 03:00부터 적설량 1㎝내외의 눈이 내리고, 기온이 영하로 내려가 도로가 얼어 미끄러운 곳이 있겠으니 교통안전 및 시설물관리에 유의하라는 예보가 있습니다.   

		2. 따라서 2014.12.3(수) 00:00부로 제설대책 보강 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다. 	

		  ○ 제설장비, 시설(자동염수분사장치) 등 가동점검

		  ○ 비상연락망 재점검

		  ○ 출근길 대중교통 이용 등 시민 홍보	

※ 제설현장관리시스템 입력대상 기관에서는 2014.12.03(수) 02:00까지 자원입력 바람.  끝"
2014-12-04,2014,12,4,800,발령해제,제설대책 보강근무 해제(2014.12.04 08:00),		기상청 예보에 의하면 2014.12.04.(목) 07:00이후 강수확률 20이하로 예보되고 있어 2014.12.04(목) 08:00부로 제설대책 보강 근무를 해제하오니 평시근무 체제로 전환하시기 바랍니다.  끝.
2014-12-08,2014,12,8,800,발령해제,제설대책 1단계근무 해제(2014.12.08. 08:00),             기상청 예보에 의하면 2014.12.08(월)07:00이후 강수확률 20％이하로 예보되고 있어 2014.12.08(월) 08:00부로 제설대책 1단계 근무를 해제하오니 평시근무 체제로 전환하시기 바랍니다.  끝.
2015-01-16,2015,1,16,1200,발령해제,제설대책 보강근무 해제(2015.01.16 12:00),	 2015.01.16.(금) 11:00 현재 기상청 예보에 의하면 12:00이후 강수확률 20이하로 예보되고 있어 2015.01.16(금) 12:00부로 제설대책 보강근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝. 
2015-01-19,2015,1,19,800,발령해제,제설대책 1단계근무 해제(2015.01.19 08:00),	1. 2015.01.19.(월) 07:00 현재 주요 도로의 제설작업이 완료되어 교통소통에 지장이 없고 08:00 이후 강수확률 0이하로 예보되고 있어 2015.01.19(월) 08:00부로 제설대책 1단계 근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝. 
2015-02-28,2015,2,28,2100,보강,제설대책 보강 근무지시 (2015.02.28 21:00),"	1. 2015.02.28(토) 20:00 기상청 발표에 의하면 북쪽을 지나는 기압골의 영향으로 24:00이후 1cm 미만의 눈이 내릴 것으로 예보되고 있습니다.

	2. 따라서 2015.02.28(토) 21:00부로 제설대책 보강단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2015.02.28(토) 22:00까지 자원입력 바람.  끝."
2015-03-01,2015,3,1,700,발령해제,제설대책 보강근무 해제(2015.03.01 08:00),		1. 2015.03.01.(일) 07:00 현재 기상청 예보에 의하면 09:00이후 강수확률 20이하로 예보되고 있어 2015.03.01(일) 08:00부로 제설대책 보강근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝. 
2015-11-01,2015,11,1,1100,2단계,[훈련메세지-1] 따른 제설대책 2단계근무 지시,"             1. 2015. 11. 24. 11:00  기상청 일기예보에 의하면  14:00시부로 대설주의보 발효되어 2015-11-24 11:00부로 제설대책 2단계 근무를 발령하니 각 제설 기관 및 관련부서에서는 단계 근무에 만전을 기하여 주시기 바라며, 



             2. 각 제설기관에서는 즉시 제설삽날 및 살포기 장착하고 제설재를 상차하여, 주요간선도로, 램프, 언덕길 등 취약지점의 주요 목 지점에 배치하여 주시고, 강설시작과 동시에 제설재를 살포(필요시 제한적으로 사전살포)하여 주시기 바랍니다.



             3. 또한 금일 제설근무 상황을 제설정보시스템 (상황일 2015-11-24)에 13:30까지 입력하시기 바랍니다.    끝."
2015-11-27,2015,11,27,2100,보강,제설대책 보강 근무지시(2015.11.27. 21:00),"                   1. 2015.11.27 17:00 기상청 발표에 의하면 서해상에 위치한 약한 기압골의 영향으로 2015.11.28. 00:00이후 기온 -1℃ 적설량 1cm  내외의 눈이 내릴 것으로 예보되고 있습니다. 
   	2. 따라서 2015.11.27(금) 21:00부로 제설대책 보강 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

                         ※ 제설현장관리시스템 입력대상 기관에서는 2015.11.27(금) 20:00까지 자원입력 바람.  끝.
"
2015-12-03,2015,12,3,1330,1단계,제설대책 2단계 근무해제 및 1단계 전환근무 지시(2015.12.03 13:30),"         1. 2015.12.03.(목) 13:00 기상청 발표 사항에 대설 주의보가 해제됨에 따라 금일 밤까지 1~5cm의 눈이 내릴 것으로 예보되고 있으므로 2015.12.03.(목) 13:30부로 제설대책 2단계 근무 해제 및 제설대책 1단계 근무로 전환코자 하오니,

         2. 각 제설기관에서는 비상근무 기준에 따라 근무에 임하여 주시기 바랍니다.  끝."
2015-12-16,2015,12,16,1200,발령해제,제설작업 근무 해제(2015.12.16.12:00),          1. 2015.12.16.(수) 11:00 현재 기상청 예보에 의하면 12:00 이후 강수확률 20이하로 예보되고 있어 2015.12.16(수) 12:00부로 제설대책 보강근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝. 
2015-12-26,2015,12,26,900,발령해제,제설작업 근무 해제(2015.12.26. 09:00),"		1. 2015.12.26.(토) 08:00 현재 주요 도로의 제설작업이 완료되어 교통소통에 지장이 없고 09:00 이후 강수확률 10이하로 예보되고 있어 2015.12.26(토) 09:00부로 제설대책 보강 근무를 해제 하오니 평시 근무 체제로 전환하시기 바라며,

		2. 금일 아침 기온이 낮아 노면에 남아있는 눈이 얼어 도로결빙으로 인한 안전사고 발생 우려가 있으므로 보도 및 이면도로 등 제설작업이 완료되지 않는 기관은 추가 제설작업을 시행하여 시민불편이 없도록 조치하여 주시기 바랍니다.  끝. "
2015-12-30,2015,12,30,1200,1단계,기상예보에 따른 제설대책 1단계근무 지시(2015.12.30.12:00),"		1.  2015.12.30(수) 11:00기상청 발표에 의하면 북서쪽에서 다가오는 기압골의 영향으로 15:00이후 눈/비가 시작되어 늦은 오후부터 내일 새벽사이 2~5cm의 눈이 내릴 것으로 예보되고 있습니다.

		2. 따라서 2015.12.30(수) 12:00부로 제설대책 1단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바라며, 금일 내리는 눈은 퇴근시간대에 집중될 것으로 판단되니 강설로 인한 시민불편이 없도록 조치바랍니다.

		3. 특히, 경기동부 지역에는 대설특보가 발효된 가운데 많은 눈이 내릴 것으로 예보되고 있으니 인접된 자치구 및 사업소에서는 제설삽날 부착, 장비 동원 및 사전배치, 청소차량 동원 등 사전대비에 철저를 기하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2015.12.30(수) 13:00까지 자원입력 바람.  끝."
2015-12-30,2015,12,30,2300,보강,제설대책 보강근무 전환 지시(2015.12.30 23:00),"		1. 2015.12.30(수) 23:00 현재 기상청 예보에 의하면 금일 23:00 이후 강수확률 30로 예보되고 있습니다.  

		2. 따라서 2015.12.30(수) 23:00부로 제설대책 1단계 근무를 보강근무로 전환 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바라며,  밤 사이 기온이 떨어지면서 오늘 내린 비나 눈이 얼어 도로가 미끄러운 곳이 예상되오니 고갯길, 보도 및 상습 결빙예상 구간에는 추가 제설작업을 시행하여 시민불편이 없도록 조치 바랍니다.  끝."
2015-12-31,2015,12,31,900,발령해제,제설작업 근무 해제(평상시근무로 전환),		1. 2015.12.31.(목) 08:00 현재 기상청 예보에 의하면 09:00 이후 강수확률 20이하로 예보되고 있어 2015.12.31.(목) 09:00부로 제설대책 보강근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝. 
2016-01-09,2016,1,9,1800,보강,기상예보에 따른 제설대책 보강근무 지시,"		1. 2016.01.09(토) 17:00 기상청 발표에 의하면 2016.01.09. 21:00이후 강수확률 30％, 기온 -1℃이며 밤부터 내일 아침사이 눈이 날릴 것으로 예보되고 있습니다. 

		2. 따라서 2016.01.09(토) 18:00부로 제설대책 보강 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.01.09(토) 20:00까지 자원입력 바람.  끝."
2016-01-10,2016,1,10,800,발령해제,제설작업 보강근무 해제(2016.01.10 08:00),		1. 2016.01.10.(일) 07:00 현재 기상청 예보에 의하면 09:00 이후 강수확률 10이하로 예보되고 있어 2016.01.10(일) 08:00부로 제설대책 보강근무를 해제 하오니 평시 근무 체제로 전환하시기 바랍니다.  끝. 
2013-12-18,2013,12,18,1800,1단계,제설대책 1단계 근무지시(2013.12.18 18:00),"		1. 2013.12.18(수) 17:00 기상청 발표에 의하면 금일 21:00시이후 1cm 내외의 눈이 내리고 기온이 큰 폭으로 떨어져 도로결빙으로 출근길 시민불편이 우려됩니다.  

		2. 따라서 2013.12.18(수) 18:00부로 제설대책 1단계 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바라며,  기상정보 모니터링을 철저히 하여 강설즉시 제설작업이 이루어 질 수 있도록 조치바랍니다. 

※ 제설현장관리시스템 입력대상 기관에서는 2013.12.18(수) 17:30까지 자원입력 바람.  끝."
2013-12-14,2013,12,14,1300,보강,제설대책 보강근무지시(2013.12.14 13:00),		1. 2013.12.14(토) 13:00 이후 1Cm 내외 강설이 예보되고 있어 2013.12.14(토) 13:00부로 제설대책 보강 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다.  끝
2013-12-14,2013,12,14,1700,발령해제,제설대책 보강단계 근무해제(2013.12.14 17:00),"		1. 2013.12.14(토) 17:00 현재 기온 영하 1도이며 강수확률 10이하로 예보되고 있어 2013.12.14(토) 17:00부로 제설대책 보강단계 근무를 해제하오니 평시근무 체제로 전환하시기 바라며, 

		2. 밤부터 기온이 내려가 도로결빙으로 사고발생 우려가 있으므로 제설작업 및 결빙제거작업을 시행하여 시민불편이 없도록 조치하여 주시기 바랍니다.  끝."
2013-12-29,2013,12,29,2200,발령해제,제설대책 보강근무 해제(2013.12.29 22:00),기상청 예보에 의하면 금일 밤부터 내일 아침까지 강설은 없을 것으로 예보되어 2013.12.29.(일) 22:00부로 제설대책 보강 근무를 해제하오니 평시근무 체제로 전환하시기 바랍니다.  끝.
2014-01-12,2014,1,12,1000,보강,제설대책 보강 근무지시(2014.01.12 10:00),            기상청 예보에 따라 2014.01.12(일) 10:00부로 제설대책 보강 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다.   끝.
2014-01-20,2014,1,20,2100,발령해제,제설대책 1단계 근무해제(2014.01.20 21:00),		기상청 예보에 의하면 금일 20:30분 이후 더 이상 강설은 없을 것으로 예보되고 있어 2014.01.20(월) 21:00부로 제설대책 1단계 근무를 해제하오니 평시근무 체제로 전환하시기 바랍니다.  끝.
2014-01-21,2014,1,21,100,보강,제설대책 보강 근무지시 (2014.01.21 01:00),"		2014.01.20.(월) 24:00시부터 서울지역에 약하게 눈이 산발적으로 날리다  01:00현재 지역별로 도로에 눈이 쌓이는 곳이 발생하여 취약지역에 제설작업이 필요함에 따라 2014.01.21(화) 01:00부로 제설대책 보강 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2014.01.21(화) 02:00까지 자원입력 바람.  끝."
2014-01-21,2014,1,21,800,발령해제,제설대책 보강근무 해제(2014.01.21 08:00),"		1. 2014.01.21(화) 08:00 이후 강수확률 10이하로 예보되고 있어 2014.01.21(화) 08:00부로 제설대책 보강 근무를 해제하오니 평시근무 체제로 전환하시기 바라며, 

		2. 각 제설기관에서는 일부 고갯길이나 이면도로, 보도 등에 눈이 쌓여 있거나 쌓인 눈이 녹아 도로로 흘러 도로결빙으로 인한 사고발생 우려가 있으므로 금일 제설작업 및 결빙예방작업을 시행하여 시민불편이 없도록 조치하여 주시기 바랍니다.

		3. 아울러 각 자치구는 생활안전거버넌스 및 자원봉사자 등을 동원하여 뒷골목 도로결빙 제거작업을 시행하여 주시고 시민의 자율적인 제설참여 확산을 위하여 ‘내 집 앞 눈치우기’홍보를 적극 시행하여 주시기 바랍니다.  끝."
2014-02-07,2014,2,7,1800,1단계,제설대책 1단계근무 발령(2014.02.07 18:00),"	1. 2014.02.07(금) 17:00 기상청 발표에 의하면 2014.02.07(금) 21:00이후  강수확률 60이며 내일 아침까지 예상적설량 1cm내외, 2014.02.09(일) 아침까지 예상적설량 1~3cm로 예보되고 있습니다.

	2. 따라서 2014.02.07(금) 18:00부로 제설대책 1단계근무 발령하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2014.02.07(금) 20:00까지 자원입력 바람.  끝."
2014-02-08,2014,2,8,1500,1단계,제설대책 1단계 근무지시(2014.02.08. 15:00),"         1. 기상청 발표에 의하면 2014.02.08.(토) 18:00이후 기온이 2℃, 강수확률이 60이며 밤부터에 새벽사이 1~5cm의 눈이 내릴 것으로 예보되어 2014.02.08(토) 15:00부로 제설대책 1단계 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다.



        2. 제설현장관리시스템 입력대상 기관에서는 2014.2.8.(토) 17:00까지 자원입력 바람  끝"
2014-02-09,2014,2,9,1800,보강,기상예보에 따른 제설대책 보강근무 지시,"             1. 2014. 02. 09. 17:00  기상청 일기예보에 따라 2014-02-09 18:00부로 제설대책 보강 근무를 발령하니 각 제설 기관 및 관련부서에서는 단계 근무에 만전을 기하여 주시기 바랍니다.



             3. 또한 금일 제설근무 상황을 제설정보시스템에 20:00까지 입력하시기 바랍니다.    끝."
2015-11-25,2015,11,25,0,보강,제설대책 보강단계 근무지시 (2015.11.24 24:00),"	1. 2015.11.24(화) 17:00 기상청 발표에 의하면 서해상에 위치한 기압골의 영향으로 11.25(수) 03:00부터 눈 또는 비가 내릴 것으로 예보되고 있습니다.

 	2. 따라서 2015.11.24(화) 24:00부로 제설대책 보강단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

                   ※ 제설현장관리시스템 입력대상 기관에서는 2015.11.24(화) 22:00까지 자원입력 바람.  끝."
2015-11-26,2015,11,26,1800,보강,기상예보에 따른 제설대책 보강근무 지시,"             1. 2015. 11. 26. 17:00  기상청 일기예보에 따라 2015-11-26 18:00부로 제설대책 보강 근무를 발령하니 각 제설 기관 및 관련부서에서는 단계 근무에 만전을 기하여 주시기 바랍니다 



             2. 또한 금일 제설근무 상황을 제설정보시스템  입력하시기 바랍니다.    끝."
2014-12-01,2014,12,1,0,보강,제설대책 보강 근무지시 (2014.12.01 00:00),"	1. 2014.11.30.(일) 17:00 기상청 발표에 의하면 새벽부터 낮사이 눈/비가 내리고 기온이 내려가 일부 쌓일것으로(1cm 미만 적설) 예보되고 있습니다.   

	2. 따라서 2014.12.01(월) 00:00부로 제설대책 보강 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다. 	

	  ○ 제설장비, 시설(자동염수분사장치) 등 가동점검

	  ○ 비상연락망 재점검

	  ○ 출근길 대중교통 이용 등 시민 홍보	



※ 제설현장관리시스템 입력대상 기관에서는 2014.12.01(월) 03:00까지 자원입력 바람.  끝"
2014-12-01,2014,12,1,1400,발령해제,제설작업 근무 해제(2014.12.01 14:00),		기상청 예보에 의하면 2014.12.01.(월) 14:00이후 강수확률 10이하로 예보되고 있어 2014.12.01(월) 14:00부로 제설대책 보강 근무를 해제하오니 평시근무 체제로 전환하시기 바랍니다.  끝.
2014-12-03,2014,12,3,50,1단계,제설대책 1단계 상향근무지시(2014.12.03 00:50),"		1. 2014.12.03(수) 00:30 현재 서울지역에 눈이 내리고 서해안 지역 및 경기 일부 일부 지역에 대설특보가 발효되었고, 강한눈구름이 계속 유입되고 있으며 서울지역에도 1cm이상의 눈이 내릴 것으로 예상됩니다  

		2. 따라서 2014.12.03(수) 00:50부로 제설대책 1단계 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다. 

※ 제설현장관리시스템 입력대상 기관에서는 2014.12.03(수) 01:00까지 자원입력 바람.  끝."
2014-12-03,2014,12,3,900,보강,제설대책 보강근무 전환 발령(2014.12.03.(수) 09:00),"		1. 2014.12.03(수) 08:00현재 서울지역에는 눈이 그쳤으나, 오늘밤까지 산발적으로 눈이 날릴 것으로 예보되고 있고 기온이 영하권에 머물러 있어 도로결빙이 예상되고 있으며, 인근 충청권 지역에는 대설주의보가 발효중에 있습니다.

		2. 따라서 2014.12.03(수) 09:00부로 제설대책 보강 근무로 전환 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바라며, 아래 사항에 대해서는 시민불편이 없도록 조치하여 주시기 바랍니다.

		  ○ 횡단보도 및 지하철 진출입 주변, 고갯길, 이면도로 등과 상습결빙 예상지역에 대한 도로순찰 및 제설작업 시행

		  ○ 도로(보도) 결빙으로 인한 낙상사고 방지를 위한 보도 및 이면도로 제설작업 시행 및 내 집 앞 눈치우기 홍보

		  ○ 제설함 및 염화칼슘보관의집 제설제 보충.  끝. "
2014-12-22,2014,12,22,0,1단계,제설대책 1단계 근무지시 (2014.12.21 24:00),"	1. 2014.12.21(일) 17:00 기상청 발표에 의하면 북쪽지방에서 남동진하는 고기압의 영향으로 내일 새벽부터 낮동안 1cm내외의 눈이 내릴 것으로 예보되고 있습니다.

	2. 따라서 2014.12.21(일) 24:00부로 제설대책 1단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

	  ○ 제설함 점검 및 보충

	  ○ 제설장비, 시설(자동염수분사장치) 등 가동점검

	  ○ 유관단체 및 기관 등 비상연락망 재점검

	  ○ 출근길 대중교통 이용 및 ‘내 집 앞 눈치우기’ 시민 홍보

※ 제설현장관리시스템 입력대상 기관에서는 2014.12.22(월) 02:00까지 자원입력 바람.  끝."
2015-11-27,2015,11,27,0,발령해제,제설대책보강근무 해제(2015.11.27 00:00),             1. 2015. 11. 26. 23:00  기상청 일기예보에 의하면  서울지방 강수확률은 20으로  2015-11-27 00:00부로 근무를 해제하니 각 제설 기관 및 관련부서에서는 평상시 근무로 전환하시기 바랍니다.    끝.
2015-12-03,2015,12,3,730,2단계,제설대책 2단계 상향 근무지시 (2015.12.03 07:30),"		1. 2015.12.03(목) 07:00 현재 서울지역에 1.5cm의 적설량을 보이고 있으며, 앞으로 3~8cm의 눈이 더 내릴것으로 예보되어 대설주의보(07:10분 발효)가 발효되었습니다. 

		2. 따라서 2015.12.03(목) 07:30부로 제설대책 2단계 상향 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바라며, 출근길 시민불편이 없도록 제설작업에 만전을 기하여 주시기 바랍니다

※ 제설현장관리시스템 입력대상 기관에서는 2015.12.03(목) 09:00까지 자원입력 바람.  끝."
2015-12-21,2015,12,21,1200,발령해제,제설작업 근무 해제(2015.12.21(월)12:00),"		1. 2015.12.21.(월) 11:00 현재 기상청 예보에 의하면 12:00 이후 강수확률 20이하, 기온 2℃ 이상으로 예보되고 있어 2015.12.21(월) 12:00부로 제설대책 보강근무를 해제 하오니 평시 근무 체제로 전환하시기 바라며,

		2. 금일 낮동안은 영상기온을 유지할 것으로 보이나 일부 고지대 등 상대적으로 기온이 낮은 지역에는 낮동안 내린 비와 진눈깨비 등으로 인하여 미끄러울수 있으니 관내 취약지역에 대한 순찰을 실시하여 시민불편이 없도록 조치바랍니다.  끝."
2015-12-25,2015,12,25,1800,1단계,기상예보에 따른 제설대책 1단계근무 지시(2015.12.25(금)18:00),"		1. 2015.12.24(목) 17:00 기상청 발표에 의하면 서쪽에서 다가오는 기압골의 영향으로 내일 늦은밤부터 모레(12월26일) 아침사이에 1~3cm의 눈이 쌓일 것으로 예보되고 있습니다.

		2. 따라서 2015.12.25(금) 18:00부로 제설대책 1단계근무 발령예고 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임할 수 있도록 비상연락체계를 유지하여 주시기 바랍니다.

		  ○ 제설함 점검 및 보충

		  ○ 제설장비, 시설(자동염수분사장치) 등 가동점검

		  ○ 유관단체 및 기관 등 비상연락망 재점검.  끝."
2016-01-13,2016,1,13,900,1단계,기상예보에 따른 제설대책 1단계근무 지시(2016.01.13 09:00),"		1. 2016.01.13(수) 08:00 기상청 발표에 의하면 북쪽을 지나는 기압골의 영향으로 12:00이후부터 늦은 오후까지 1~3cm의 눈이 내릴 것으로 예보되고 있습니다.

		2. 따라서 2016.01.13(수) 09:00부로 제설대책 1단계 근무 지시 하오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바라며, 금일 내리는 눈은 낮은 기온으로 인하여 결빙이 예상되니 강설로 인한 시민불편이 없도록 조치바랍니다.

		3. 특히, 교통이 많은 낮시간과 퇴근시간대 눈이 내릴 것으로 보이므로 각 제설기관에서는 노선별 전 제설차량을 동원, 취약구간 장비 사전배치, 필요시 제설제 사전살포 실시 등 사전대비에 철저를 기하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2016.01.13(수) 10:00까지 자원입력 바람.  끝.



"
2013-12-14,2013,12,14,130,보강,제설대책 보강 근무지시(2013.12.14 01:30),"		1. 2013.12.14.(토) 금일 01:30 현재 서울지역에 산발적으로 눈이 날리고 있고 일부지역에 눈이 쌓이고 있어 2013.12.14(토) 01:30부로 제설대책 보강 근무지시 하오니 제설대책 비상기준에 따라 근무에 임하여 주시기 바라며,

		2. 각 제설기관에서는 즉시 제설작업을 실시하여 주시기 바랍니다.  끝.

"
2013-12-20,2013,12,20,5,발령해제,제설대책 보강근무 해제(2013.12.19. 24:00),		  2013.12.19.(목) 24:00 현재 기온 -6℃이며 강수확률 20이하로 예보되고 있어 2013.12.19(목) 24:00부로 제설대책 보강근무를 해제하오니 평시근무 체제로 전환합니다.  끝.
2013-12-20,2013,12,20,0,보강,제설대책 보강근무 해제(2013.12.19. 24:00),		  2013.12.19.(목) 24:00 현재 기온 -6℃이며 강수확률 20이하로 예보되고 있어 2013.12.19(목) 24:00부로 제설대책 보강근무를 해제하오니 평시근무 체제로 전환합니다.  끝.
2013-12-25,2013,12,25,2100,보강,제설대책 보강근무 지시(2013.12.25 21:00),"		1. 2013.12.25(수) 20:00 기상청 발표에 의하면 24:00이후 기온 0℃ 강수확률 30이상이며 내일 새벽부터 눈발이 날리다 1cm 내외의 적설이 예상됩니다. 

		2. 따라서 2013.12.25(수) 21:00부로 제설대책 보강단계 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다.

※ 제설현장관리시스템 입력대상 기관에서는 2013.12.25(수) 23:00까지 자원입력 바람.  끝."
2014-01-08,2014,1,8,0,보강,제설대책 보강 근무지시(2014.01.07 17:30),"		2014.01.07(화) 17:00 기상청 발표에 의하면 내일 새벽부터 오전 사이에 1cm 내외의 눈이 내릴 것으로 예보되어, 2014.01.07(화) 24:00부로 제설대책 보강 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다. 

※ 제설현장관리시스템 입력대상 기관에서는 2014.01.08(수) 01:00까지 자원입력 바람.  끝."
2014-01-08,2014,1,8,800,발령해제,제설대책 보강근무 해제(2014.01.08 08:00),		2014.01.08(수) 07:00 현재 기온 3.1℃이며 강수확률 20이하로 예보되고 있어 2014.01.08(수) 08:00부로 제설대책 보강 근무를 해제하오니 평시근무 체제로 전환하시기 바랍니다.  끝.
2014-01-12,2014,1,12,1400,발령해제,제설작업 근무 해제(2014.01.12 14:00),		  2014.01.12(일) 14:00 이후 기온 1.3℃이며 강수확률 0로 예보되고 있어 2014.01.12(일) 14:00부로 제설대책 보강 근무를 해제하오니 평시근무 체제로 전환하시기 바랍니다.  끝.
2014-01-19,2014,1,19,1700,1단계,제설대책 1단계 근무지시(2014.01.19 19:00),"		1. 2014.01.19(일) 17:00 기상청 발표에 의하면 금일 늦은 밤에 산발적으로 눈이 날리다 내일 새벽부터 눈이 시작되어 1~5cm의 눈이 내리고, 특히 내일 아침 출근시간대 눈이 내려 시민불편이 우려됩니다.  

		2. 따라서 2014.01.19(일) 19:00부로 제설대책 1단계 근무지시 하오니 각 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바라며,  내일 오전까지 다소 많은 눈이 쌓일 것으로 예보되고 있으니 사전대비에 철저를 기하여 주시기 바랍니다. 

※ 제설현장관리시스템 입력대상 기관에서는 2014.01.19(일) 21:00까지 자원입력 바람.  끝."
2014-02-08,2014,2,8,800,보강,제설대책 보강근무 하향발령 및 1단계 근무 예고,"	1. 2014.02.08.(토) 07:00현재 기상청 발표에 의하면 2014.02.08.(토) 08:00이후 기온 0℃, 강수확률 30이며 낮동안 산발적으로 눈이 날리는 곳이 있겠고, 18:00 이후 강설이 시작되어 예상적설량 1~5cm로 예보되고 있습니다.

	2. 따라서 2014.02.08(토) 08:00부로 제설대책 보강근무로 하향 발령하고   2014.02.08(토) 15:00부로 제설대책 1단계 근무 발령 예정 이오니 제설기관 및 관련부서에서는 제설대책 비상기준에 따라 근무에 임하여 주시기 바랍니다.  끝."
2014-12-19,2014,12,19,900,보강,제설대책 보강 근무지시 및 1단계 발령예고(2014.12.19 09:00),"	1. 2014.12.19(금) 08:00 기상청 발표에 의하면 북서쪽에서 다가오는 기압골의 영향으로 낮동안 눈이 날리는 곳이 있겠고, 18:00이후 1~4cm, 내일 아침까지 최고 2~7cm의 눈이 내릴것으로 예보되고 있습니다.

	2. 따라서 2014.12.19(금) 09:00부로 제설대책 보강단계 근무 지시 및 2014.12.19(금) 15:00부로 제설대책 1단계 비상발령 예정 이오니 각 제설기관 및 관련부서에서는 제설대책  비상기준에 따라 근무에 임하여 주시기 바랍니다.

	  ○ 제설함 점검 및 보충

	  ○ 제설장비, 시설(자동염수분사장치) 등 가동점검

	  ○ 유관단체(자율방재단, 의용소방대 등) 및 기관 등 비상연락망 재점검

	  ○ ‘내 집 앞 눈치우기’ 및 대중교통 이용 등 시민 홍보

※ 제설현장관리시스템 입력대상 기관에서는 2014.12.19(금) 10:00까지 자원입력 바람.  끝."
